場合	ばあい	baai
姉ちゃん	ねえちゃん	neetyann
幾つ	いくつ	ikutsu
お陰	おかげ	okage
枯れる	かれる|がれる	kareru|gareru
余る	あまる	amaru
命じる	めいじる	meijiru
震え	ふるえ	furue
思ふ	おもふ	omofu
選び方	えらびかた	erabikata
率いる	ひきいる	hikiiru
お家	おいえ|おうち	oie|ouchi
交わす	かわす	kawasu
故に	ゆえに	yueni
座り	すわり|ずわり	suwari|zuwari
出掛ける	でかける	dekakeru
欠け	かけ	kake
目当て	めあて	meate
歩ける	あるける	arukeru
手がける	てがける	tegakeru
遂に	ついに	tsuini
偉い	えらい	erai
歩む	あゆむ	ayumu
面す	めんす	mennsu
お気	おき	oki
落ち込む	おちこむ	ochikomu
劣る	おとる	otoru
味付け	あじつけ	ajitsuke
泣ける	なける	nakeru
閉める	しめる	shimeru
染まる	そまる	somaru
持ち主	もちぬし	mochinushi
営む	いとなむ	itonamu
下がり	さがり	sagari
交える	まじえる	majieru
下げる	さげる	sageru
着ける	つける|づける	tsukeru|dukeru
曲げる	まげる	mageru
発す	はっす	hassu
足す	たす	tasu
直ちに	ただちに	tadachini
持ち帰り	もちかえり	mochikaeri
万が一	まんがいち	manngaichi
入れ替え	いれかえ	irekae
話し合う	はなしあう|はなしおう	hanashiau|hanashiou
見かける	みかける	mikakeru
訴える	うったえる	uttaeru
頼み	たのみ|だのみ	tanomi|danomi
恵み	めぐみ	megumi
追いつく	おいつく	oitsuku
産む	うむ	umu
務める	つとめる	tsutomeru
歩み	あゆみ	ayumi
素早い	すばやい	subayai
絞り込み	しぼりこみ	shiborikomi
焼け	やけ	yake
刺し	さし|ざし	sashi|zashi
日焼け	ひやけ	hiyake
転がる	ころがる	korogaru
作り上げる	つくりあげる	tsukuriageru
潜る	くぐる|もぐる	kuguru|moguru
お過ごし	おすごし	osugoshi
降りる	おりる	oriru
下す	くだす|おろす	kudasu|orosu
乱れ	みだれ|みだれれ	midare|midarere
貯める	ためる	tameru
申し出	もうしで	moushide
切れる	きれる|ぎれる	kireru|gireru
報じる	ほうじる	houjiru
来れる	これる	koreru
測る	はかる	hakaru
先ず	まず	mazu
会える	あえる	aeru
真っ白	まっしろ	masshiro
改め	あらため	aratame
組み立て	くみたて	kumitate
乾く	かわく	kawaku
雇う	やとう	yatou
温める	あたためる|ぬくめる	atatameru|nukumeru
捕まえる	つかまえる|づかまえる|とらまえる	tsukamaeru|dukamaeru|toramaeru
締め切り	しめきり	shimekiri
たどり着く	たどりつく	tadoritsuku
鳴く	なく	naku
知らせ	しらせ	shirase
敗れる	やぶれる	yabureru
向き合う	むきあう|むきおう	mukiau|mukiou
色合い	いろあい	iroai
お迎え	おむかえ	omukae
埋まる	うずまる|うまる	uzumaru|umaru
解ける	とける|ほどける|どける	tokeru|hodokeru|dokeru
通じる	つうじる	tsuujiru
望ましい	のぞましい	nozomashii
便り	たより|だより	tayori|dayori
等しい	ひとしい	hitoshii
可愛らしい	かわいらしい	kawairashii
存じ	ぞんじ	zonnji
属す	ぞくす	zokusu
明かす	あかす	akasu
招き	まねき	maneki
育む	はぐくむ	hagukumu
葉っぱ	はっぱ	happa
傷つく	きずつく	kizutsuku
何かと	なにかと	nanikato
生る	なる	naru
うつ病	うつびょう	utsubyou
苦い	にがい	nigai
落ち着き	おちつき	ochitsuki
貫く	つらぬく|ぬく	tsuranuku|nuku
傾ける	かたぶける|かたむける	katabukeru|katamukeru
気まま	きまま	kimama
甘え	あまえ|あめえ|うめえ	amae|amee|umee
見直す	みなおす	minaosu
闘う	たたかう|たたこう	tatakau|tatakou
急ぎ	いそぎ	isogi
接する	せっする	sessuru
彩る	いろどる	irodoru
読み方	よみかた	yomikata
預け	あづけ|あずけ	aduke|azuke
持ち上げる	もちあげる	mochiageru
やり取り	やりとり	yaritori
申し込む	もうしこむ	moushikomu
問い合わせる	といあわせる	toiawaseru
立ち読み	たちよみ	tachiyomi
出入り	でいり|ではいり	deiri|dehairi
要は	ようは	youha
親しい	したしい	shitashii
取り込む	とりこむ	torikomu
位置づけ	いちづけ	ichiduke
役立てる	やくだてる	yakudateru
継ぐ	つぐ	tsugu
ご存じ	ごぞんじ	gozonnji
振込む	ふりこむ	furikomu
突き	つき|とっき|つつき|づき|ずき	tsuki|tokki|tsutsuki|duki|zuki
間もなく	まもなく	mamonaku
抱きしめる	だきしめる	dakishimeru
生き残る	いきのこる	ikinokoru
速やか	すみやか	sumiyaka
強める	つよめる	tsuyomeru
時には	ときには	tokiniha
握り	にぎり	nigiri
装う	よそう|よそおう	yosou|yosoou
争う	あらそう|あらがう|あらごう	arasou|aragau|aragou
引き継ぐ	ひきつぐ	hikitsugu
入り込む	いりこむ|はいりこむ	irikomu|hairikomu
習い事	ならいごと	naraigoto
盛りだくさん	もりだくさん	moridakusann
分る	わかる|わける	wakaru|wakeru
追い込む	おいこむ	oikomu
助ける	すける|たすける|だすける	sukeru|tasukeru|dasukeru
打ち込む	うちこむ|ぶちこむ	uchikomu|buchikomu
引っかかる	ひっかかる	hikkakaru
就く	つく|づく	tsuku|duku
誘い	さそい|いざない|おびい	sasoi|izanai|obii
化す	かす	kasu
積もる	つもる	tsumoru
売り場	うりば	uriba
売れ筋	うれすじ	uresuji
お疲れさま	おつかれさま	otsukaresama
駆けつける	かけつける	kaketsukeru
押し付ける	おしつける	oshitsukeru
粘る	ねばる	nebaru
泊まり	とまり|どまり	tomari|domari
貧しい	まずしい	mazushii
秘める	ひめる	himeru
中でも	なかでも	nakademo
受かる	うかる	ukaru
向ける	むける	mukeru
好ましい	このましい	konomashii
責め	せめ|ぜめ	seme|zeme
発する	はっする	hassuru
富む	とむ	tomu
思い切る	おもいきる	omoikiru
小遣い	こづかい	kodukai
お尋ね	おたずね	otazune
冷める	さめる|ざめる	sameru|zameru
甘み	あまみ|うまみ	amami|umami
振り回す	ふりまわす	furimawasu
盗る	とる|ぬすめる|どる	toru|nusumeru|doru
仕込み	しこみ|じこみ	shikomi|jikomi
受け入れる	うけいれる	ukeireru
日差し	ひざし	hizashi
取り消し	とりけし	torikeshi
焼き鳥	やきとり	yakitori
講じる	こうじる	koujiru
味わえる	あじわえる	ajiwaeru
突っ込み	つっこみ	tsukkomi
見送る	みおくる	miokuru
引き取る	ひきとる	hikitoru
ため息	ためいき	tameiki
題す	だいす	daisu
肩こり	かたこり	katakori
待ち合わせ	まちあわせ	machiawase
向う	むかう|むこう	mukau|mukou
仲良し	なかよし	nakayoshi
帯びる	おびる	obiru
織る	おる	oru
想う	おもう	omou
差し上げる	さしあげる	sashiageru
養う	やしなう|やしのう	yashinau|yashinou
包み	つつみ|くるみ|づつみ|ぐるみ|ずつみ	tsutsumi|kurumi|dutsumi|gurumi|zutsumi
遅れる	おくれる	okureru
集い	つどい|すだい	tsudoi|sudai
ご苦労	ごくろう	gokurou
無理やり	むりやり	muriyari
盗む	ぬすむ	nusumu
一人ひとり	ひとりひとり	hitorihitori
突く	つく|つつく|づく	tsuku|tsutsuku|duku
見込む	みこむ	mikomu
気持ち良い	きもちよい	kimochiyoi
描ける	えがける|かける	egakeru|kakeru
惜しい	おしい	oshii
気まぐれ	きまぐれ	kimagure
大きめ	おおきめ	ookime
留まる	とどまる|とまる|どまる	todomaru|tomaru|domaru
擦る	こする|する|なする|ずる	kosuru|suru|nasuru|zuru
替わる	かわる	kawaru
暮れ	くれ|ぐれ	kure|gure
言い出す	いいだす	iidasu
早起き	はやおき	hayaoki
教わる	おそわる	osowaru
取組む	とりくむ	torikumu
抱える	かかえる	kakaeru
置き場	おきば	okiba
値上げ	ねあげ	neage
留め	とめ|とどめ|どめ	tome|todome|dome
換え	かえ|がえ	kae|gae
物足りない	ものたりない	monotarinai
昔ながら	むかしながら	mukashinagara
脅す	おどす	odosu
持ち込み	もちこみ	mochikomi
因みに	ちなみに	chinamini
値下げ	ねさげ	nesage
淡い	あわい	awai
食らう	くらう	kurau
咲かせる	さかせる	sakaseru
聴ける	きける	kikeru
結びつく	むすびつく	musubitsuku
祝う	いわう|いおう	iwau|iou
知り合う	しりあう|しりおう	shiriau|shiriou
終る	おわる	owaru
引け	ひけ|びけ|ぴけ	hike|bike|pike
乗り物	のりもの	norimono
振り向く	ふりむく	furimuku
区切る	くぎる	kugiru
試す	ためす	tamesu
増す	ます	masu
恐い	こわい	kowai
仕上がる	しあがる	shiagaru
現に	げんに	gennni
折り返し	おりかえし	orikaeshi
介す	かいす	kaisu
恋しい	こいしい	koishii
近づける	ちかづける	chikadukeru
お参り	おまいり	omairi
立ち上がり	たちあがり	tachiagari
積み重ね	つみかさね	tsumikasane
催し	もよおし	moyooshi
見下ろす	みおろす	miorosu
魅せる	みせる	miseru
手持ち	てもち	temochi
直る	なおる	naoru
何やら	なにやら	naniyara
遂げる	とげる	togeru
励み	はげみ	hagemi
通り過ぎる	とおりすぎる	toorisugiru
競う	きそう|きおう	kisou|kiou
即ち	すなわち	sunawachi
夜明け	よあけ	yoake
貯まる	たまる	tamaru
凍る	こおる	kooru
四つ	よっつ|よつ	yottsu|yotsu
何気ない	なにげない	nanigenai
何ら	なんら	nannra
着せる	きせる	kiseru
お守り	おもり|おまもり	omori|omamori
暖か	あたたか|あったか	atataka|attaka
論じる	ろんじる	ronnjiru
思い込む	おもいこむ	omoikomu
揺れる	ゆれる	yureru
我ら	われら	warera
高まり	たかまり	takamari
動き出す	うごきだす	ugokidasu
町並み	まちなみ	machinami
名付け	なづけ	naduke
手のひら	てのひら	tenohira
働ける	はたらける	hatarakeru
設ける	もうける	moukeru
燃やす	もやす	moyasu
出迎え	でむかえ	demukae
帰り道	かえりみち	kaerimichi
追って	おって	otte
置き換える	おきかえる	okikaeru
重ねる	かさねる	kasaneru
現す	あらわす	arawasu
組み込む	くみこむ	kumikomu
達する	たっする	tassuru
たこ焼き	たこやき	takoyaki
引きずる	ひきずる	hikizuru
密か	ひそか|みそか	hisoka|misoka
花びら	はなびら	hanabira
多め	おおめ	oome
呼び出し	よびだし	yobidashi
疲れる	つかれる|づかれる	tsukareru|dukareru
化け	ばけ	bake
操る	あやつる	ayatsuru
日の出	ひので	hinode
浸る	ひたる|びたる	hitaru|bitaru
当てはまる	あてはまる	atehamaru
仕分け	しわけ	shiwake
厚み	あつみ	atsumi
逃れ	のがれ|にげれ	nogare|nigere
告げる	つげる	tsugeru
破れ	やぶれ|やれ|われ	yabure|yare|ware
お誘い	おさそい	osasoi
欠く	かく	kaku
数少ない	かずすくない	kazusukunai
入れ歯	いれば	ireba
使い勝手	つかいがって	tsukaigatte
先ほど	さきほど	sakihodo
転ぶ	ころぶ|まろぶ	korobu|marobu
励む	はげむ	hagemu
垂れ	たれ|しだれ|だれ	tare|shidare|dare
隠れ家	かくれが	kakurega
嫁さん	よめさん	yomesann
控えめ	ひかえめ	hikaeme
混ざる	まざる	mazaru
貸し出し	かしだし	kashidashi
税込み	ぜいこみ	zeikomi
荒い	あらい	arai
討つ	うつ	utsu
応える	こたえる	kotaeru
漏らす	もらす	morasu
いち早い	いちはやい	ichihayai
和む	なごむ	nagomu
手書き	てがき|てかき	tegaki|tekaki
溶かす	とかす	tokasu
編み	あみ	ami
澄む	すむ|ずむ	sumu|zumu
飲める	のめる	nomeru
見送り	みおくり	miokuri
尽き	つき	tsuki
当てる	あてる	ateru
乏しい	とぼしい|まずしい	toboshii|mazushii
品切れ	しなぎれ	shinagire
堅い	かたい|がたい	katai|gatai
要す	ようす	yousu
気合い	きあい	kiai
見渡す	みわたす	miwatasu
吸い込む	すいこむ	suikomu
宝くじ	たからくじ	takarakuji
大騒ぎ	おおさわぎ	oosawagi
焼きそば	やきそば	yakisoba
絶える	たえる	taeru
刈る	かる|がる	karu|garu
仕える	つかえる|づかえる	tsukaeru|dukaeru
仰る	おっしゃる|おおせる	ossharu|ooseru
募る	つのる	tsunoru
逃げ出す	にげだす	nigedasu
思いやり	おもいやり	omoiyari
危うい	あやうい	ayaui
お返し	おかえし	okaeshi
久し振り	ひさしぶり	hisashiburi
手打ち	てうち	teuchi
呼べる	よべる	yoberu
菜の花	なのはな	nanohana
追い出す	おいだす	oidasu
痛む	いたむ	itamu
休める	やすめる	yasumeru
恨み	うらみ	urami
変る	かわる	kawaru
真に	しんに|まことに	shinnni|makotoni
大人しい	おとなしい	otonashii
見合い	みあい	miai
強まる	つよまる	tsuyomaru
広まる	ひろまる	hiromaru
期す	きす	kisu
細か	こまか|さいか	komaka|saika
真っ直ぐ	まっすぐ	massugu
引き込む	ひきこむ	hikikomu
当り	あたり	atari
母さん	かあさん	kaasann
補う	おぎなう|おぎのう	oginau|oginou
移り	うつり	utsuri
深まる	ふかまる	fukamaru
差し出す	さしだす|さしいだす	sashidasu|sashiidasu
掛ける	かける|がける	kakeru|gakeru
抱っこ	だっこ	dakko
気の毒	きのどく	kinodoku
損なう	そこなう	sokonau
摂る	とる|どる	toru|doru
成す	なす	nasu
練り	ねり	neri
独り	ひとり	hitori
引き受け	ひきうけ	hikiuke
落書き	らくがき	rakugaki
お嬢様	おじょうさま	ojousama
無くす	なくす	nakusu
拘る	かかわる|こだわる	kakawaru|kodawaru
何だ	なんだ	nannda
旨み	うまみ	umami
聞き取る	ききとる	kikitoru
見受ける	みうける	miukeru
近寄る	ちかよる	chikayoru
詠む	よむ	yomu
敢えて	あえて	aete
煮込み	にこみ	nikomi
乗り切る	のりきる	norikiru
広め	ひろめ	hirome
凝る	こごる|こる|しこる	kogoru|koru|shikoru
消せる	けせる	keseru
転じる	てんじる	tennjiru
次ぐ	つぐ	tsugu
託す	たくす	takusu
文字通り	もじどおり	mojidoori
案の定	あんのじょう	annnojou
愚か	おろか	oroka
制す	せいす	seisu
空ける	あける|うつける	akeru|utsukeru
出会える	であえる	deaeru
問いかける	といかける	toikakeru
道のり	みちのり	michinori
親しみ	したしみ	shitashimi
明かり	あかり	akari
緩やか	ゆるやか	yuruyaka
生む	うむ	umu
哀れ	あわれ	aware
取り巻く	とりまく	torimaku
捕らえる	とらえる	toraeru
浸かる	つかる	tsukaru
買い求める	かいもとめる	kaimotomeru
読み返す	よみかえす	yomikaesu
石けん	せっけん|いしけん	sekkenn|ishikenn
倒せる	たおせる	taoseru
費やす	ついやす	tsuiyasu
お宝	おたから	otakara
計る	はかる	hakaru
向く	むく	muku
盛り込む	もりこむ	morikomu
栄え	はえ|さかえ|ばえ	hae|sakae|bae
互い	たがい	tagai
覚ます	さます	samasu
仰ぐ	あおぐ	aogu
持ち帰る	もちかえる	mochikaeru
乳がん	にゅうがん	nyuugann
魔法使い	まほうつかい	mahoutsukai
整える	ととのえる	totonoeru
行える	おこなえる	okonaeru
強み	つよみ	tsuyomi
表れ	あらわれ	araware
お隣	おとなり	otonari
昼休み	ひるやすみ	hiruyasumi
降ろす	おろす	orosu
怒鳴る	どなる	donaru
見当たる	みあたる	miataru
概ね	おおむね	oomune
抜け出す	ぬけだす	nukedasu
知らせる	しらせる	shiraseru
手掛ける	てがける	tegakeru
伏せ	ふせ|ぶせ|ふくせ|ぷせ	fuse|buse|fukuse|puse
彩り	いろどり	irodori
昇る	のぼる	noboru
埋め込む	うめこむ	umekomu
言うまでもない	いうまでもない	iumademonai
値する	あたいする	ataisuru
相応しい	ふさわしい	fusawashii
夕暮れ	ゆうぐれ	yuugure
至り	いたり	itari
奏でる	かなでる	kanaderu
訳す	やくす	yakusu
重み	おもみ	omomi
物語る	ものがたる	monogataru
持ち出し	もちだし	mochidashi
振るう	ふるう	furuu
手づくり	てづくり	tedukuri
映す	うつす	utsusu
次いで	ついで	tsuide
巧み	たくみ|だくみ	takumi|dakumi
乗り出す	のりだす	noridasu
下し	おろし|くだし	oroshi|kudashi
傍ら	かたわら	katawara
閉まる	しまる	shimaru
吐き出す	はきだす|ほきだす	hakidasu|hokidasu
持ち歩く	もちあるく	mochiaruku
走り回る	はしりまわる	hashirimawaru
悟る	さとる	satoru
手当て	てあて	teate
友の会	とものかい	tomonokai
生まれ変わる	うまれかわる	umarekawaru
望める	のぞめる	nozomeru
暮らせる	くらせる	kuraseru
真っ暗	まっくら	makkura
田植え	たうえ	taue
立ち止まる	たちどまる	tachidomaru
察し	さっし	sasshi
日替わり	ひがわり	higawari
下回る	したまわる	shitamawaru
備える	そなえる	sonaeru
練る	ねる	neru
玉ねぎ	たまねぎ	tamanegi
途切れる	とぎれる	togireru
現われる	あらわれる	arawareru
過払い	かばらい	kabarai
